evaluation,label
万绿龟滚吧,2.0
谁能告诉我中远海控为什么这么垃圾，该割的也割了，该,2.0
趋势真难看…下跌概率明显大于上涨…估计还是要下探一,2.0
大盘全紅中远反而跌奇怪,2.0
不是称职的大哥，看看海能A股拽,2.0
卧倒装死的样子，太难看了！,2.0
人家涨你跌，人家跌你跟跌………,2.0
控盘的就这么自信？天天打低对应,2.0
什么鬼，这样无聊，对的起投资者,1.0
下午开涨。天天t来t去。。主力你,1.0
下午开涨,1.0
难道海王在野蛮筑底中？,1.0
横了十来天了，可以爆跌了，大家,2.0
好棒棒,1.0
今天不能收涨，收涨会走成筑底成功的态势，砸盘难度增,1.0
坚持开盘就抛尾盘接回来天天做t,1.0
什么候分红，想等分红能不能解套,1.0
你还能不能再恶心点,2.0
7.24元是这次的下跌终点,1.0
中远海控的交易量不足，没法有行情。,2.0
太磨叽了,2.0
被市场边沿化的股,2.0
为什么我选的股都不涨?我认为很好的股啊,2.0
下午必绿，欢迎打脸,2.0
垃圾,2.0
最垃圾,2.0
这种走势就好像一艘巨轮慢慢沉入,2.0
既然天天压着不涨就不要涨了。真,2.0
恶心，真TM恶心,2.0
我认错。不该抱有幻想的,2.0
牛逼，跟板块大盘反着来，管理层,2.0
日线马上步入强势，周线还差点意思，所以股价不动，现,1.0
为什么一直喋喋不休,2.0
继续买买到涨为止就对了,1.0
整天报喜不报忧，最终坑的还是善良的人,2.0
虽然跌了不开心但就当少买一个包[好困惑]大家心态要好,2.0
你真行，版块涨幅排前五,1.0
板块下跌时才能体现龙头地位，上涨时看不到,2.0
四个字，惊弓之鸟,2.0
鬼见了都得喊声,2.0
这股票真弱，反弹一点都没蹭上，还往下走,2.0
衰股,2.0
我也走了顶不住了万去s,2.0
你吗的,2.0
破14吧，垃圾,2.0
我希望你还能继续做板块倒数第一,2.0
【机构：4月亚洲发往美国的集装箱运输量创新高】美国,1.0
今天不跟a50，跟板块了，你是真,2.0
昨天航运红它跟大盘绿，今天大盘红它跟航运绿,2.0
中遠的散戶真的有夠憋屈的，上證,2.0
缺口已补，接下来就是持股待涨！,1.0
远离十倍股，老股民忠告,2.0
可以确定，有一股势力长期以来做空海控,2.0
请爱狗人士多给海狗点关心疼爱别骂了直接举报,2.0
唉，已经找不到什么词骂这玩意了，真是骂不动了！,2.0
垃圾万敏，赶快滚蛋,2.0
ST中远吧,2.0
乐色,2.0
垃圾中的极品,2.0
垃圾，坑人公司，万敏si哪去了,2.0
好了，今天开始新一轮破位下跌，注意是破位,2.0
绿了…老套路，哈哈,2.0
每天都不死不活的,2.0
外资滚蛋啦，我们可以起飞啦！,1.0
主力配合公司恶意打压股价，司马,2.0
真的还有人会被诱高么[大笑],2.0
太抠，赚那多钱才派8毛,2.0
快买快买快买今天涨停,1.0
大盘已经出现上涨乏力的状态，已经徘徊通道线的底部，,2.0
加仓10万，中远海控2021年全球航,1.0
一年了，真的快熬不下去了，太浪费行情时间了！,2.0
放心今天还是绿，看都不用看,2.0
今天应该破14开启阴跌模式了，到12在横盘震荡几天继续,2.0
据专家一致通过，海控今天涨3%，一个月内上涨250%。,1.0
请理智看待，股市有风险，别一味地听人家吹,2.0
中远海控股价持续下跌，同行业是,2.0
机构：优质资产估值处于底部 当下值得布局的港股优质,1.0
生活往往不是一冲到底，而要根据,1.0
#对分红不满，海控中小股东又要,2.0
还不如ST,2.0
值得关注,2.0
下半年10元以下见,2.0
中远海控——难求同甘，忘却共苦,1.0
下半年估计半年赚不到现在一个月的钱，周期股就是垃圾,2.0
均线已粘合，涨在即！,1.0
从哪里来到哪里去，自然规律，从两块多来回到两块多去,2.0
下方没什么空间了，这里大概率以时间换空间的方式箱体,1.0
慢慢跌，不急不急,2.0
#对分红不满，海控中小股东又要,2.0
明天海控该涨了,1.0
海狗真垃圾，看看以星，里面的那,2.0
买在15块到过19.9，没舍得下车，想让你带我看星辰大海,1.0
阿到底管理層要不要出來救股價？,2.0
赚更多的利润也是白搭！,2.0
#对分红不满，海控中小股东又要,2.0
最后一次套利中远海控，一共挣了5.9W。今天14.19进，,1.0
让我解套走吧，我不要分红了！[哭],2.0
别人买是星辰大海！而到我就是尸沉大海！[怒],2.0
散户太多了，必须让散户割肉走人才能拉，散户一直接盘,2.0
股票至少跌到12,2.0
坐等翻倍,1.0
你他妈今年亏了几百亿吗,2.0
这垃圾要是还有人说要涨，那么上帝一定会收拾它他她..,2.0
中远海控早日翻船！？,2.0
明天丢了看别的,2.0
为啥这股这么缺德。死猪一个,2.0
万谋滚蛋！！,2.0
人人都对中远海控说呸！！,2.0
中远海控成为中国股市价值投资的反面教材！,2.0
垃圾公司，无人问津,2.0
一路向下，独立行情，有专家给分,1.0
明天肯定会小涨一点了吧不至于下14吧,1.0
#对分红不满，海控中小股东又要,2.0
拿分红说事的基本都是唱空做空的狗，抓到一只打一只就,2.0
不要心存任何幻想，团结起来，战斗起来：股东大会所有,1.0
赶紧来两个跌停拉倒，麻痹,2.0
运价大幅下滑！同志们注意了,2.0
跌跌不休，世上竟然有这么一只股票。,2.0
海控必倒,2.0
愿你翻船！,2.0
海控如龙，万绿如虫！蛀 虫！！！,2.0
#对分红不满，海控中小股东又要,2.0
连跌7周,2.0
必破10元。拭目以待！无预期。预期只会越来越差。,2.0
明天大涨,1.0
A股股民：抄底！抄底！抄底！   中远海狗：割！割！割,2.0
分红确实挺抠门的,2.0
赚1000走了垃圾,2.0
价值投资。呵呵。我笑得撕心裂肺,2.0
万绿龟，名副其实[滴汗][滴汗],2.0
一浪比一浪低，下跌趋势改变不了,2.0
天下第一废股,2.0
现在彻底没人和这个死垃圾玩了,2.0
赚钱分一点点红，亏钱又大增发，发债，,2.0
理性分析：2元涨到今也还有7倍，大资金获利丰厚，出货,1.0
跌到13元，买点,1.0
垃圾幸好跑了,2.0
这个死垃圾,2.0
亏了一千出来了,2.0
海控跌就是因为不分红，海运是全球接轨的。不可能说不,2.0
周二跳空低开，先到13.7，大概率失守，继续13.2,2.0
明天继续跌,2.0
明天可能就是一个深蹲，然后又下,2.0
明天就厉害了，大跌七八个点，哈哈哈,2.0
机会不远了！本周吧总攻开始,1.0
砸开14，来上,2.0
快跑啊，明天跌停，大股东减持！,2.0
砸跌停,2.0
就怎么那么难,2.0
这个股只有阴跌不止！不要幻想它,2.0
什么玩意,2.0
海控主力就是凭业绩好市盈率低，疯狂割韭菜，呵呵……,2.0
收盘五日线上方还有救，不然又是一轮下跌了！擦,1.0
601919中远回购方式是最适合国家、公司、股东权利的！,1.0
又垃圾，又恶心,2.0
又破位了，哈哈哈，明天13.2，月底11,2.0
已经完全失去了耐心，对你完全失,2.0
垃圾,2.0
我是眼里进沙子了，买这个,2.0
等10块再买，涨一天绿4天,2.0
这股真的垃圾。。,2.0
如此，甚好，创新低指日可待,2.0
为哈？谁告诉俺，这是为哈？,2.0
能不能涨停，受不了了！,1.0
什么时候涨停啊，等的好辛苦啊,1.0
在你这真的浪费时间,2.0
这票跟跌不跟涨啊[捂脸],2.0
衰股,2.0
这就垃圾的提不起来了。,2.0
只想说想买的考虑清楚，他并没有,2.0
还好早上走了半仓，不出意外，涨,1.0
涨停,1.0
带劲，得劲儿,1.0
16元以下均可放心买入。,1.0
加油啊马上板块第一了[偷笑],1.0
关注 BDI 的走向！,1.0
垃圾笫一股,2.0
航运板块最弱的,2.0
今天怎么这么反常，按海狗套路，,2.0
不就是磨皮，把小散磨透磨死,2.0
期待回归3字头,1.0
天底下怎么有这么垃圾的股票，太,2.0
#对分红不满，海控中小股东又要,2.0
我到底期待什么,2.0
无论你看什么指标啊业绩啊，它要是不涨你是一点办法也,1.0
倒数第一收盘，恭喜啊，再次验证,2.0
看散户信心满满，机构想做空海控,2.0
加油马上就是板块倒数第一了,2.0
垃圾狗控,2.0
现在买的都是头铁，尾盘破14，本周破13,2.0
可以买了吗,1.0
什么是垃圾？这才是真正的垃圾,2.0
涨的时候没有它，跌的时候每次都,2.0
这票不到20坚决不卖，不到10块坚,1.0
分红前是不可能涨的，震荡算是好,2.0
垃圾永远是垃圾,2.0
能骂街吗？,2.0
真是够够的！骂不动了,2.0
进来喝口茶，感觉这股这么赚钱，,1.0
真是阿斗,2.0
为啥你就这个走势啊？,2.0
该突破了，差不多了,1.0
真是垃圾,2.0
板块倒数,2.0
今天确实有点不要脸了，整个板块,2.0
我已赔10%不止，有点挺不住了，,2.0
改名吧，改成千金海控[旺柴],2.0
中控，垃圾，早点退市,2.0
要点脸吧,2.0
整个板块都在涨，怎么就入了这个,2.0
从盈利18万到亏2万割肉走人，周期股就是周期股，莫做,2.0
万大垃圾,2.0
主力牛。。管理层给力！,1.0
哈哈哈,1.0
真的无语了，天天都是高开低走，,2.0
好无耻的海控,2.0
垃圾，留100股投反对票,2.0
下边不去绕个弯不会开张…,2.0
中远海控就是个顶着金字招牌的坑人股,2.0
垃圾不如，韭菜还在幻想了，好好,2.0
尾盘要砸13块了。。这个不要脸的东西,2.0
胡搞八搞／胡投八投／高价租船／,2.0
每天都来看看，大家是怎么骂海皇的，看海皇怎么磨人心,2.0
终于明白所谓的价值投资就是扯蛋,2.0
同花顺吧中远海控股民已怒,2.0
好好珍惜此时的股价14，未来很多年都有可能是你追逐的,2.0
马上又倒数第一了，这货一直都是,2.0
垃圾万敏，赶紧滚蛋,2.0
大家在坚守什么呢？还能有什么坚守的呢？,2.0
主力总想低调，  实力他不允许呀！,1.0
看看中远海能业绩好有个屁用,2.0
板块涨疯了,1.0
板块涨你不涨,2.0
始终在板块倒数前三名里。,2.0
航运股都大涨，你是天天跌,2.0
加油，倒数第一的位置是你的。,2.0
太弱了,2.0
"散户多了就不会涨，事实就摆在这里，还心存幻想,除非",2.0
天天板块垫底？,2.0
垃圾货,2.0
扶不起的阿斗,2.0
这行业太好了，大有前途。,1.0
真是一副好皮囊，都已经没皮没脸,2.0
板块倒数,2.0
是金子迟早会发光的，请大家放心,1.0
做个人吧！不要去舔米田共了。,2.0
散户越进越多，走了走了，股吧全是一堆砖家,2.0
此股恶意做空太明显信不信由你们哈哈,2.0
不作就不会死，继续作。,2.0
撤了撤了撤了马上就要到8块！利好一出马上到10元以下,2.0
一言难尽，众人拾柴火焰低？？？什么世道？？？,2.0
熬过了冬天，冷死在夏天的节奏[,2.0
越来越像僵尸了。,2.0
业绩不真实应该严查,2.0
资本最不要脸，要严打资本主义,2.0
没资金进场，再好的业绩也是无奈,2.0
要按波浪理论，还有一定幅度下跌，早呢,2.0
决定离开了[怒],2.0
洗盘.买入,1.0
垃圾股！！谁买谁倒霉！,2.0
上车，快手抖音都好说好,1.0
股价跌成这样，大家细品。。。。。,2.0
怎么天天都是跌啊？能不能换个剧本啊？哪有股票天天跌,2.0
万绿龟绿万年[哭],2.0
不看好的就走人，没人逼你买这支,1.0
不看好的就走人,1.0
砸就对了，对垃圾管理层的最好回应,2.0
割个毛，继续加仓,1.0
是不是坚果哥重仓了此股？,1.0
垃圾,2.0
亏了900亿还想涨吗,2.0
这废物早就吓跑了广大股民,2.0
真它垃圾,2.0
这个老六，我是服了,2.0
，死了吗,2.0
真是垃圾,2.0
跌到3元的时候再进吧,2.0
什么大多数股票都在涨，而你在跌呢？,2.0
这货怎么了，天天跌的，涨涨不了多少,2.0
舒服[大笑][大笑],1.0
真特么垃圾,2.0
现在持币等待吧！估计A股大底不,2.0
能来个上升三连版就解套了,1.0
跑了这垃圾跌停,2.0
今天目标价15,1.0
中远就是价值投资在a股最好的例,1.0
20元再撤,1.0
资本家的画饼，赚二级市场的钱，俗称割韭菜,2.0
中远海控看涨,1.0
大V说要反对这个反对那个，我要赞成回购和分红,1.0
有一帮就是压着不让涨。,2.0
垃圾啊，我还是去nft了,2.0
今天只要涨，我就不割肉,1.0
5月16号海控已经连续三周的周线没有站稳15块底部放量,1.0
这一波冲到19.9,1.0
黎明前的天空绚丽多彩,1.0
我们总在仰望和羡慕着别人，一回,1.0
看到这么多口嗨看涨的，今天又要凉凉。唉。,2.0
最后机会，海控股民好好把握,1.0
哎周末的利好与你又无关,2.0
估计这小子明天要疯狂一下,1.0
此股市盈率太高，涨不起来的[大,2.0
股价一直阴跌不止的主要原因就是,2.0
基本面确实全大A无敌，每股收益1,1.0
除非船翻了，不然我是不会走的，,1.0
此股不涨天理不容啊,1.0
“贼有钱”的中远海控,1.0
明天能涨5个点吗？,1.0
万绿，我回本就走,2.0
整体基本面不变，但是路上是波折,1.0
还有人在做梦了，好好站岗吧,2.0
快手抖音专家都说可以干,1.0
13.12的支撑点，,1.0
真正的乐观不是盲目相信一切都会,2.0
这是一个空头走势！集装箱运价在回落,2.0
还是不要太乐观，这股会跌到11.75左右,2.0
外围这次大涨 周一海控应该表现表现了吧,1.0
预计二季度净利润不破百亿,2.0
600238礼拜一起飞,1.0
快手专家说不上18不卖,1.0
如果明年中远继续有今年净利润，,1.0
成本14.5有机会解套吗,1.0
中远海控关注一年多了，也买卖了几次，挺好的股，业绩,1.0
吃肉肉了，拿好。快手专家说,1.0
海控2022年分红预测，每十股分15元，专家预言该股脱离,1.0
最不要脸的公司。,2.0
不到50我信。不到25不信,1.0
这是快手专家说，下个礼拜1的预,1.0
无惧，13.5的成本，长期持有，不,1.0
你咋没说25元,2.0
14.5追高了，快手专家说，礼拜一,1.0
快手专家说，拿好上18！,1.0
大热股，可惜走坏了，还得继续磨。管理层做次人吧[拜,2.0
因为中远海控不知道错过了多少好股票，虽然中远海控没,2.0
从K线技术面研究，下周一中远海控开始向上拉升，目标,1.0
"SCFI止跌反弾了,东南亚跟美西运费都涨了",1.0
要大涨了，赶紧加仓,1.0
周一又好冲高做T，做T的爽死,1.0
疫情仍在全球蔓延，境外部分港口拥堵未见明显好转——,1.0
海控半年之内重回30,1.0
这人如白丁一样，昨天我全部清仓了，不再见，还看着，,2.0
六倍潜力股。,1.0
拿了海控1年有余了，从最初5万股,1.0
拿了三天赔了四毛五，给国家创造了税收，走了，不见,2.0
早说了下一个三一，下跌趋势改变,1.0
重大利好,1.0
巴菲蛋今天进场了！,1.0
去年一年赚1000多亿，分红才100亿，也是铁公鸡一个,2.0
看看海能，垃圾不如,2.0
海控一切正常，不要被人忽悠在底部卖掉,1.0
想大涨是不可能的，做做T还是可,2.0
全是股民的骂声？这么盈利股票不,2.0
再买海控我是狗，大盘涨，板块涨,2.0
下跌趋势改变不了的，早说了看好,2.0
今天表现虽然才涨2点多，但主力,1.0
之前说过破了14.44我就建仓，磨,1.0
港股大涨4点！！！你。。。,1.0
这换手率还想起飞？想啥呢,2.0
海狗你是真的狗啊,2.0
太垃圾了[怒][怒][怒],2.0
狗托快来啊,2.0
大A今天真拉垮[捂脸][捂脸][捂脸,2.0
主力也想拉，但是拉不动。盘子太,2.0
今天要是能破14.50，这一波也许能到16以上，否则又是,1.0
是不是压着不让涨，想低价回购？,2.0
大涨过几倍甚至十倍的票千万不要,2.0
垃圾货,2.0
勾引了三次，也没更多韭菜进来了，14.5像一座大山一般,2.0
明显就是不让涨，,2.0
上方这么大筹码压着 搞个鬼啊 出货也要等拉上去再卖啊,2.0
板块涨三个点。大盘1个点，你这个垃圾玩意,2.0
周一搞个板，热个身。20月也死叉了。双针也做好了   ,1.0
拿了大半年，亏死了，板块都跑不赢，学学中远海能,2.0
这么大的压盘，必有妖,1.0
哪么好的业绩，2倍市盈率，不涨,1.0
好久不开骂了，还是老样子，这怂,2.0
1分钱压这么多单，干飞机啊,2.0
好歹跟上板块吧，一大早买了你真,2.0
港股上涨4.27%！,1.0
可能有业绩支撑，强势中，继续持股，个人观点。[握手],1.0
什么叫绝望，应该就是这样了吧,2.0
你是龙头啊！这么了这是，弱到这,2.0
什么时候能比港股猛一回,2.0
什么他M的龙头，鱼头吧，脸呢,2.0
这t，m不知道的还以为14.51涨停,2.0
海空业绩一次次打脸，股价就是不长,2.0
你快绿吧，板块没你托底，股民心里不踏实。,2.0
纵观交易过程感觉操盘手格局太小，志向不够大。建议发,2.0
你真是个垃圾，连中远海发你都跑不过,2.0
本人砸10万进去拉下 准备起飞,1.0
这么好的业绩，市场环境稳定，不,1.0
又开始压盘了！[怒],2.0
收盘绿油油,2.0
倒霉中远股,2.0
不想涨可以跌啊,2.0
祈祷起飞吧,1.0
天地万物终有轮回不是不报时候未到,1.0
买1万股分红8700元，你觉得划算就赶快进,1.0
涨停,1.0
这么好的业绩，连板块都比不了,2.0
涨停五连板谢谢大哥大姐帮忙拉一拉,1.0
起来,1.0
认赔！还有2500股，持仓12.806。,2.0
韭菜真多，一波一波的往里冲,2.0
盛航都板了，你不动一动吗？？？,2.0
连板块都不如,2.0
这货还得跌,2.0
割肉出来，一身轻松,2.0
港股涨四个点，你涨一个点，垃圾,2.0
做t的属实赢麻了,1.0
下午涨停，垃圾货。,2.0
森口看看港股涨了多少,2.0
散户，呵呵呵。下跌中继而已。不到11元，没有资金稀罕,2.0
波段反弹开启，可以进场了,1.0
三成仓，太难了,2.0
与狼共舞尽显垃圾本色,2.0
每日一问:什么时候回本？(16),2.0
尽现垃圾本色,2.0
天地万物终有轮回不是不报时候未到,1.0
好好珍惜此时的股价吧，最起码在25年前，这个价位是高,1.0
今天表演下吧,1.0
你又要跪吗？,2.0
又要下跪？,2.0
船要翻了,2.0
算了，不玩了。再也不玩了。,2.0
看这情形收盘又要绿,2.0
垃圾的不行,2.0
如果大盘重新回到2800+估计它要,2.0
15冲,1.0
大盘已经开始跳水，你还不赶紧,2.0
板块都比这垃圾涨得多！,2.0
为什么不涨，原因已经找到,2.0
这么多流动资金，去干嘛？买下美,2.0
今天变盘时间点，拉不上去，下周要埋人了,1.0
想问下兄弟们，是因为什么还坚守,1.0
天道轮回苍天饶过谁,2.0
希望下午能涨停,1.0
涨时每次都是冲高回落这个剧本，,2.0
收盘想涨一个点都太难了，每天拉,2.0
涨停这垃圾一次没有冲高回落次次有,2.0
一地鸡毛,2.0
发现这个股就喜欢拉高跳水,2.0
万敏是个垃圾,2.0
哈哈哈，这尿性，今天随便跌哈，,2.0
又是一毛钱玩一天,2.0
吐血,2.0
涨你个比比，呆比,2.0
大盘也赶紧跳水,2.0
中远海控的怪现象：大盘跌，跟着跌；大盘涨，不跟涨。,2.0
海控全部是散户，涨难跌易 的走势不改，如果大股东不,2.0
好像不按套路出牌，14.4买入，看好前景，业绩优势。个,1.0
上午11点，准时绿色,2.0
每次都是冲高回落！大资金做t！,2.0
外资买进，国内走狗做空！,2.0
恶心,2.0
酷，又是中远做T的一天，爽死了,1.0
真的还会有人被诱高进来么,2.0
最后高点跑路机会,2.0
赶紧跳水,2.0
加点油拉个板看看,1.0
诱多，真有你的,2.0
和昨天一样的，拉高出货，下午绿油油，,2.0
汇率降，关税取消，利好出口，利好运输。,1.0
汽车股都疯了，你还在这磨磨唧唧的，,2.0
你看看，好多人都对你失去信心了,2.0
今天来一根放量大阳线[赞][赞],1.0
又回来了,1.0
高开低走，不一定是坏事，高开高走回落，才可能是怀起,2.0
诱多翻红陷阱不要相信,2.0
快跑，下午又绿,2.0
高开低走，继续下跌,2.0
中远航运看涨,1.0
今天开启主升浪[火箭][火箭][火,1.0
今天肯定红，但大红还是小红不能确定,1.0
继续下跌趋势，今天13.6,2.0
今天有新韭菜进来，兄弟们注意高抛，套住新韭菜，然后,2.0
今天破14第一天活埋巴菲蛋[大笑],2.0
今天起码可以喝点汤了，能不能给力点，让吃点肉啊,1.0
今天有多少进多少,1.0
一群拖鼓吹价值，长线的时候，这股就完了，因为托不想,2.0
温水煮青蛙，慢慢煮，轻轻呱本周4连跌，今天可能会涨,2.0
目前大盘僵持在突破点不上不下，昨天赶走短线资金，从,2.0
可靠消息：今天海控涨幅超过2%以上，不要问为什么，答,1.0
这只好股还不飞！[微笑][微笑][,1.0
还好清仓了，co,2.0
这股除了到顶的业绩还可以看一眼，其他都不值得炒了，,2.0
中远海控一个月跌了8.5%,2.0
坐等巴菲蛋亏钱[怒],2.0
这票最坚实的底部是7.5左右！,1.0
巴菲蛋明天进场了！,1.0
接着奏乐，接着舞，新攻势已开始！！！（火箭发射）,1.0
哪有什么垃圾股，一切等公司回购,1.0
难道它想去到13.12左右再拉个板？,1.0
这垃圾会不会再回到4块,2.0
别玩这票,2.0
买入中远海控,1.0
巴菲蛋来了，明天情况不妙啊。,2.0
我去，人民币贬值，不是大利好海,2.0
再有四天，海狗就会练成绝世神功，九阴真经,2.0
公司好有钱,1.0
明天14以下陆续买入,1.0
要退市的走势,2.0
我无语了，！,2.0
究竟要跌到什么时候,2.0
芭菲蛋来了,1.0
人民币贬值利好出口，中远第二季,1.0
越是反复折磨你的时候，越是要保持清醒的头脑，黎明前,1.0
[想一下]好票？价值投资？还不割肉？你们觉得这个票可,2.0
连着跌几天了，人气还是这么高，,1.0
你大爷,2.0
此股业绩亮眼，持有逢低加仓做T,1.0
立贴为证，中远开始加仓小散一枚，中远今日开始建仓。,1.0
唯一的好消息是我自选里其他红的,2.0
，15.02的本解套没走就是这个下场？,2.0
明天大概率上涨了14守住了加油海狗,1.0
30分钟级别MA5与MA10金死叉做$中远海控 sh601919$ 051,2.0
刚卖了房子，钱没地方去，14满仓了，股息也有百分6点,1.0
不知道还要调整几天，这一波能不能砸到13.50以下,2.0
明天涨,1.0
最悲催的一个绩优股,2.0
加油，已经连续绿5天了，还有4天，就成功了。,2.0
又是下降通道了。,2.0
明天低开加仓，博一个反弹,1.0
15.2的本，拿在手里挺尴尬的，亏的不多，但是又不想丢,1.0
既然你们都不看好，为啥不走，被,2.0
今天不接了,2.0
谁让你涨的，你有资格涨嘛，,2.0
我就盼着今年年报20%分红,1.0
垃圾海狗,2.0
别执着了，错了就要认，这个票子不是散户能玩的，就像,2.0
稳如泰山，一点也不动,1.0
主力，14.65，拉到我筹码全给你[,1.0
买在遍地哀鸣时，卖在人声鼎沸时,1.0
明天中阳可期！加仓！[呲牙],1.0
加仓！然后躺平！[摊手],1.0
今年一季度比去年四季度弱多了，,2.0
咸鱼翻身的味道,1.0
一脚给你踢上去,1.0
日赚3亿就这表现？,2.0
这个垃圾玩意，14.3加仓居然加到,2.0
每天来看一眼，来骂万敏,2.0
不涨不跌，这货躺平了[大笑][大,2.0
15加仓的我瑟瑟发抖，要到10吗？,2.0
大洗盘，无底洞,2.0
步入13元时代是不可避免的，从二十几块到13块，这叫“,2.0
14块整了满仓，股息率超过百分6,1.0
哈哈哈，周五大概率失守13,2.0
垃圾资产，看空,2.0
16块卖了给我后悔够呛，现在看还是对了,2.0
真服了前两天不跟涨跟跌有一手,1.0
惊不惊喜，意不意外？,1.0
眼瞎了买了这只垃圾股，只能瞎到底了！,2.0
可惜了那么好的业绩没有会炒股票,2.0
人民币贬值对海控不是利好吗,1.0
中远海控，天天碌码。,2.0
往后14是今年大顶了,2.0
特大利好！美元升值利好收海外业务美元的中远海控！收,1.0
主力一直资金净流出，那也要有个尽头吧？跌个没完了这,2.0
弄过来，弄过去，弄的散户头晕。,2.0
兄弟你这个跌法有点让人受不了呀,2.0
罢免万绿！！！！！！,2.0
大盘升又跌，大盘跌又跌，无言,2.0
还装？呵呵！破13，今天可能吗？,2.0
什么老赖垃圾，大盘跌你跟跌，大盘涨你也跌。没有涨的,2.0
买了就没红过。,2.0
昨天大盘涨得时候，你也没涨啊，,2.0
min，死了吗？,2.0
下午决赛，水花压得者好夺冠,2.0
船翻了,2.0
中远海控，天天绿。,2.0
冲冲冲冲冲上去,1.0
港股跌超4%了,2.0
船老大方向错误,2.0
僵尸票,2.0
反弹结束，12元见了,2.0
下面会看到中远海控表演跳水,2.0
每天都是这点交易金额和换手率？！ZL玩的有劲吗？,2.0
是不是业绩太好了，所以你不涨,2.0
这个垃圾股买一次套一次，怎么老,2.0
破14,2.0
船的方向开反了[好困惑],2.0
为什么不涨1:一个散户都能算明白,2.0
你能不能不跪？,2.0
中远海控之殇,2.0
天天砸盘，恶意做空，和中央政策背道而驰，都不怕逮起,2.0
一季报业绩都没拉过这么黑的好得,2.0
这么大盘子，没有机构参与，再好,2.0
没有主力运作，说什么都白搭,2.0
下午火箭要升空,1.0
每天赚3.5亿，股票跌的像垃圾,2.0
垃圾股,2.0
再扬帆,1.0
再扬帆,1.0
再扬帆,1.0
不错该涨点了,1.0
哪个大哥跟我说看到30的，我16块进的都套的死死的，到,2.0
加油，练习九阴真经。,2.0
我靠这一天天的，砸得好狠,2.0
中远绿王,2.0
招商的进去了，万敏什么时候进去？,2.0
牛逼,1.0
严重超跌！全仓杀入！,1.0
散户买，外资卖，股价会好吗,2.0
现世活宝,2.0
价值投资？笑话！,2.0
